시설번호,시설유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,상세위치,안전센터명,보호틀유무,설치연도,출수압력,관할기관명,관할기관전화번호,데이터기준일자,geometry,index_right,BASE_DATE,ADM_CD,ADM_NM
달서-송현-하6-3-10,2,대구광역시,달서구,27290,대구광역시 달서구 월배로68길 64,대구광역시 달서구 송현동 1954-28,35.82377611,128.5499669733,열린수학건물 앞,송현119안전센터,N,1983,4.5,달서소방서,053-607-2884,2024-02-07,POINT (128.5499669733 35.82377611),1209,20240630,22070690,송현1동
달서-송현-하6-3-11,2,대구광역시,달서구,27290,대구광역시 달서구 송현로12안길 33,대구광역시 달서구 송현동 798-366,35.8229244878,128.5481981583,경민헤어라인 앞,송현119안전센터,N,1991,4.5,달서소방서,053-607-2884,2024-02-07,POINT (128.5481981583 35.8229244878),1209,20240630,22070690,송현1동
달서-송현-하6-3-12,2,대구광역시,달서구,27290,대구광역시 달서구 월배로 372,대구광역시 달서구 송현동 1932-23,35.8277976884,128.5494479667,창경주유소 앞,송현119안전센터,N,1991,4.5,달서소방서,053-607-2884,2024-02-07,POINT (128.5494479667 35.8277976884),1209,20240630,22070690,송현1동
달서-송현-하6-3-14,2,대구광역시,달서구,27290,대구광역시 달서구 송현로 46,대구광역시 달서구 송현동 1945-17,35.8228228319,128.5472121,T.WORLD 가게 앞,송현119안전센터,N,1997,4.5,달서소방서,053-607-2884,2024-02-07,POINT (128.5472121 35.8228228319),1209,20240630,22070690,송현1동
달서-송현-하6-3-15,2,대구광역시,달서구,27290,대구광역시 달서구 송현로 22,대구광역시 달서구 송현동 1949-4,35.8215326106,128.5493271719,대광모터스 앞,송현119안전센터,N,1997,4.5,달서소방서,053-607-2884,2024-02-07,POINT (128.5493271719 35.8215326106),1209,20240630,22070690,송현1동
달서-송현-상6-3-16,1,대구광역시,달서구,27290,대구광역시 달서구 송현로 34,대구광역시 달서구 송현동 1948-4,35.8221897677,128.548317662,대구축협 하나로마트 옆,송현119안전센터,N,2016,4.5,달서소방서,053-607-2884,2024-02-07,POINT (128.548317662 35.8221897677),1209,20240630,22070690,송현1동
달서-송현-하6-3-17,2,대구광역시,달서구,27290,대구광역시 달서구 월배로68길 96,대구광역시 달서구 송현동 1956-13,35.8229098662,128.551449093,대우빌 동편 도로상,송현119안전센터,N,1997,4.5,달서소방서,053-607-2884,2024-02-07,POINT (128.551449093 35.8229098662),1209,20240630,22070690,송현1동
달서-송현-하6-3-18,2,대구광역시,달서구,27290,대구광역시 달서구 월배로68길 114,대구광역시 달서구 송현동 1958,35.8224786453,128.5522761,코사마트송현점 북편 도로상,송현119안전센터,N,1997,4.2,달서소방서,053-607-2884,2024-02-07,POINT (128.5522761 35.8224786453),1209,20240630,22070690,송현1동
달서-송현-하6-3-19,2,대구광역시,달서구,27290,대구광역시 달서구 앞산순환로49안길 46,대구광역시 달서구 송현동 1963-31,35.82492411,128.5514782108,대남초등 북편 삼거리상,송현119안전센터,N,1995,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5514782108 35.82492411),1209,20240630,22070690,송현1동
달서-송현-하6-3-20,2,대구광역시,달서구,27290,대구광역시 달서구 송현로2길 109,대구광역시 달서구 송현동 1965-40,35.8248853668,128.5537377726,신아정보통신 동편 도로상,송현119안전센터,N,1995,5.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5537377726 35.8248853668),1209,20240630,22070690,송현1동
달서-송현-하6-3-21,2,대구광역시,달서구,27290,대구광역시 달서구 송현로2길 89,대구광역시 달서구 송현동 1966-5,35.8242274464,128.5531930457,치영어린이공원 남편 도로상,송현119안전센터,N,1996,5.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5531930457 35.8242274464),1209,20240630,22070690,송현1동
달서-송현-하6-3-22,2,대구광역시,달서구,27290,대구광역시 달서구 중흥로8길 123-1,대구광역시 달서구 송현동 1974-6,35.82626811,128.5521978688,뷰티스테이지 좌측 도로상,송현119안전센터,N,1996,4.8,달서소방서,053-607-2884,2024-02-07,POINT (128.5521978688 35.82626811),1209,20240630,22070690,송현1동
달서-송현-상6-3-23,1,대구광역시,달서구,27290,대구광역시 달서구 중흥로10길 76,대구광역시 달서구 송현동 1979-14,35.8274516515,128.5543711,화이트빌 남편 도로상,송현119안전센터,N,1983,4.6,달서소방서,053-607-2884,2024-02-07,POINT (128.5543711 35.8274516515),1209,20240630,22070690,송현1동
달서-송현-하6-3-24,2,대구광역시,달서구,27290,대구광역시 달서구 월배로80길 25,대구광역시 달서구 송현동 1980,35.8292011135,128.552215598,K마트송현점 남서편 도로상,송현119안전센터,N,1988,4.6,달서소방서,053-607-2884,2024-02-07,POINT (128.552215598 35.8292011135),1209,20240630,22070690,송현1동
달서-송현-하6-3-25,2,대구광역시,달서구,27290,대구광역시 달서구 중흥로 68,,35.827763801,128.5583959744,장관빌라101동북서편,송현119안전센터,N,1984,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5583959744 35.827763801),1209,20240630,22070690,송현1동
달서-송현-하6-3-26,2,대구광역시,달서구,27290,대구광역시 달서구 중흥로8길 14,,35.83043611,128.5553471,대덕인쇄사앞,송현119안전센터,N,1984,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5553471 35.83043611),1209,20240630,22070690,송현1동
달서-송현-상6-3-27,1,대구광역시,달서구,27290,대구광역시 달서구 중흥로 40,,35.83036121,128.5562867925,,송현119안전센터,N,2014,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5562867925 35.83036121),1209,20240630,22070690,송현1동
달서-송현-하6-3-28,2,대구광역시,달서구,27290,대구광역시 달서구 중흥로9길 32,,35.8308145884,128.5583803878,광득슈퍼앞,송현119안전센터,N,1984,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5583803878 35.8308145884),1209,20240630,22070690,송현1동
달서-송현-상6-3-29,1,대구광역시,달서구,27290,대구광역시 달서구 상원로 142,,35.8215467634,128.5302812879,LG상인자이 입구좌측,송현119안전센터,N,2002,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5302812879 35.8215467634),1185,20240630,22070650,상인1동
달서-송현-하6-3-30,2,대구광역시,달서구,27290,대구광역시 달서구 앞산순환로 297,,35.82803111,128.5599981,로얄앤컴퍼니앞인도,송현119안전센터,N,1988,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5599981 35.82803111),1209,20240630,22070690,송현1동
달서-송현-하6-3-31,2,대구광역시,달서구,27290,대구광역시 달서구 앞산순환로61길 9,,35.82854411,128.5602881,커뮤니티센터건물앞,송현119안전센터,N,1993,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5602881 35.82854411),1209,20240630,22070690,송현1동
달서-송현-하6-3-32,2,대구광역시,달서구,27290,대구광역시 달서구 구마로40길 21,,35.8352338779,128.5502830224,청구그린맨션 109동북편인도상,송현119안전센터,N,1993,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5502830224 35.8352338779),1212,20240630,22070700,송현2동
달서-송현-하6-3-33,2,대구광역시,달서구,27290,대구광역시 달서구 월배로93길 12,대구광역시 달서구 송현2동64-12,35.83481511,128.5548371,부잣집막창삼겹살옆,송현119안전센터,N,1993,3.9,달서소방서,053-607-2884,2024-02-07,POINT (128.5548371 35.83481511),1212,20240630,22070700,송현2동
달서-송현-하6-3-34,2,대구광역시,달서구,27290,대구광역시 달서구 학산로 203,,35.8340463986,128.5488231,세영부동산앞,송현119안전센터,N,1996,3.8,달서소방서,053-607-2884,2024-02-07,POINT (128.5488231 35.8340463986),1212,20240630,22070700,송현2동
달서-송현-상6-3-35,1,대구광역시,달서구,27290,대구광역시 달서구 구마로52안길 57,,35.8341165702,128.5508042054,송현제림상가남편,송현119안전센터,Y,1997,3.8,달서소방서,053-607-2884,2024-02-07,POINT (128.5508042054 35.8341165702),1212,20240630,22070700,송현2동
달서-송현-하6-3-38,2,대구광역시,달서구,27290,대구광역시 달서구 학산로 229,,35.8339858072,128.5515375826,송현정형외과앞,송현119안전센터,N,1982,4.2,달서소방서,053-607-2884,2024-02-07,POINT (128.5515375826 35.8339858072),1212,20240630,22070700,송현2동
달서-송현-하6-3-39,2,대구광역시,달서구,27290,대구광역시 달서구 월배로 455,,35.8341461208,128.5544869444,에몬스가구앞,송현119안전센터,N,1996,4.2,달서소방서,053-607-2884,2024-02-07,POINT (128.5544869444 35.8341461208),1212,20240630,22070700,송현2동
달서-송현-하6-3-40,2,대구광역시,달서구,27290,대구광역시 달서구 학산로 244,,35.83369811,128.5530364632,coco카페앞,송현119안전센터,N,1996,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5530364632 35.83369811),1212,20240630,22070700,송현2동
달서-송현-하6-3-41,2,대구광역시,달서구,27290,대구광역시 달서구 월배로85길 40,,35.8334094983,128.5507331,미용실북동편,송현119안전센터,N,1995,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5507331 35.8334094983),1212,20240630,22070700,송현2동
달서-송현-하6-3-42,2,대구광역시,달서구,27290,대구광역시 달서구 월배로 397,,35.8301679558,128.5505898063,신세계정형외과앞,송현119안전센터,N,1995,4.3,달서소방서,053-607-2884,2024-02-07,POINT (128.5505898063 35.8301679558),1212,20240630,22070700,송현2동
달서-송현-하6-3-43,2,대구광역시,달서구,27290,대구광역시 달서구 송현로 113,대구광역시 달서구 송현동 1909-20,35.82712311,128.5433249917,본동주공상가 푸른약국 앞,송현119안전센터,N,1995,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5433249917 35.82712311),1212,20240630,22070700,송현2동
달서-송현-하6-3-44,2,대구광역시,달서구,27290,대구광역시 달서구 월배로83길 58,대구광역시 달서구 송현동 171-3,35.83202511,128.5488146727,둥그리매운탕 앞,송현119안전센터,N,1995,4.3,달서소방서,053-607-2884,2024-02-07,POINT (128.5488146727 35.83202511),1212,20240630,22070700,송현2동
달서-송현-하6-3-45,2,대구광역시,달서구,27290,대구광역시 달서구 학산로 170,대구광역시 달서구 송현동 530-6,35.83360911,128.544957446,신송자 신마산식당 옆,송현119안전센터,N,1995,5.0,달서소방서,053-607-2884,2024-02-07,POINT (128.544957446 35.83360911),1212,20240630,22070700,송현2동
달서-송현-하6-3-46,2,대구광역시,달서구,27290,대구광역시 달서구 학산로 192,대구광역시 달서구 송현동 500-20,35.8337065305,128.5472403473,그린다방 건물 앞,송현119안전센터,N,1991,4.5,달서소방서,053-607-2884,2024-02-07,POINT (128.5472403473 35.8337065305),1212,20240630,22070700,송현2동
달서-송현-상6-3-47,1,대구광역시,달서구,27290,대구광역시 달서구 송현로 161,대구광역시 달서구 송현동 592,35.83134211,128.5441488777,송현아파트 가동앞,송현119안전센터,Y,1983,4.5,달서소방서,053-607-2884,2024-02-07,POINT (128.5441488777 35.83134211),1212,20240630,22070700,송현2동
달서-송현-하6-3-48,2,대구광역시,달서구,27290,대구광역시 달서구 월배로85길 139,대구광역시 달서구 송현동 530-1,35.83323588,128.545242796,제네시스빌라 앞,송현119안전센터,N,1996,4.4,달서소방서,053-607-2884,2024-02-07,POINT (128.545242796 35.83323588),1212,20240630,22070700,송현2동
달서-송현-하6-3-49,2,대구광역시,달서구,27290,대구광역시 달서구 학산로42길 78,대구광역시 달서구 송현동 573-1,35.83033911,128.5485526505,송현가압장 앞,송현119안전센터,N,1996,4.4,달서소방서,053-607-2884,2024-02-07,POINT (128.5485526505 35.83033911),1212,20240630,22070700,송현2동
달서-송현-하6-3-50,2,대구광역시,달서구,27290,대구광역시 달서구 송현동길 69,대구광역시 달서구 송현동 577-9,35.8306261451,128.5470911,화연꽃플라워 앞,송현119안전센터,N,1996,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5470911 35.8306261451),1212,20240630,22070700,송현2동
달서-송현-상6-3-51,1,대구광역시,달서구,27290,대구광역시 달서구 송현로 142,대구광역시 달서구 송현동 1900,35.8298228522,128.5447796752,울진물회 앞,송현119안전센터,Y,1996,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5447796752 35.8298228522),1212,20240630,22070700,송현2동
달서-송현-하6-3-52,2,대구광역시,달서구,27290,대구광역시 달서구 월배로 303,대구광역시 달서구 송현동 898-15,35.8236075305,128.5435492695,대서중 정문 남동편 인도 상,송현119안전센터,N,1996,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5435492695 35.8236075305),1212,20240630,22070700,송현2동
달서-송현-하6-3-53,2,대구광역시,달서구,27290,대구광역시 달서구 월배로67길 52,대구광역시 달서구 송현동 1911,35.8266490247,128.5441383221,월성아파트7동 앞 인도,송현119안전센터,N,1983,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5441383221 35.8266490247),1212,20240630,22070700,송현2동
달서-송현-상6-3-54,1,대구광역시,달서구,27290,대구광역시 달서구 월배로97길46,대구광역시 달서구 송현동 1035-7,35.83633411,128.5539621248,하민건업 앞 도로,송현119안전센터,Y,2021,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5539621248 35.83633411),1212,20240630,22070700,송현2동
달서-송현-하6-3-56,2,대구광역시,달서구,27290,대구광역시 달서구 송현로 136,대구광역시 달서구 송현동 1900-4,35.8293761179,128.5445441,해동부동산 맞은편 도로,송현119안전센터,N,1983,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5445441 35.8293761179),1212,20240630,22070700,송현2동
달서-송현-하6-3-57,2,대구광역시,달서구,27290,대구광역시 달서구 송현로 114,대구광역시 달서구 송현동 1909,35.8274930183,128.5441475929,너와나 별이야기 앞,송현119안전센터,N,1994,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5441475929 35.8274930183),1212,20240630,22070700,송현2동
달서-송현-하6-3-58,2,대구광역시,달서구,27290,대구광역시 달서구 월배로 327,대구광역시 달서구 송현동 1914-2,35.8248910754,128.5460426732,화림빌딩 남편 인도상,송현119안전센터,N,1994,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5460426732 35.8248910754),1212,20240630,22070700,송현2동
달서-송현-하6-3-59,2,대구광역시,달서구,27290,대구광역시 달서구 송현로 72,,35.8241379611,128.545007084,코리아타운정문앞인도,송현119안전센터,N,1994,3.9,달서소방서,053-607-2884,2024-02-07,POINT (128.545007084 35.8241379611),1212,20240630,22070700,송현2동
달서-송현-하6-3-60,2,대구광역시,달서구,27290,대구광역시 달서구 월배로67길 52,,35.8266490247,128.5441383221,카츠맨앞도로,송현119안전센터,N,1983,3.8,달서소방서,053-607-2884,2024-02-07,POINT (128.5441383221 35.8266490247),1212,20240630,22070700,송현2동
달서-송현-상6-3-61,1,대구광역시,달서구,27290,대구광역시 달서구 월배로 361,,35.82720411,128.5481199813,센터리움앞,송현119안전센터,Y,2019,3.9,달서소방서,053-607-2884,2024-02-07,POINT (128.5481199813 35.82720411),1212,20240630,22070700,송현2동
달서-송현-하6-3-62,2,대구광역시,달서구,27290,대구광역시 달서구 월배로73길 42,,35.8285612594,128.5465051,세븐밸리앞,송현119안전센터,N,1983,3.8,달서소방서,053-607-2884,2024-02-07,POINT (128.5465051 35.8285612594),1212,20240630,22070700,송현2동
달서-송현-하6-3-63,2,대구광역시,달서구,27290,대구광역시 달서구 송현동2길 33,,35.8295329966,128.5481511,금성옷수선앞,송현119안전센터,N,1983,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5481511 35.8295329966),1212,20240630,22070700,송현2동
달서-송현-하6-3-64,2,대구광역시,달서구,27290,대구광역시 달서구 송현동길 11,,35.8301707222,128.5500711,빵굽는남자앞,송현119안전센터,N,1983,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5500711 35.8301707222),1212,20240630,22070700,송현2동
달서-송현-하6-3-65,2,대구광역시,달서구,27290,대구광역시 달서구 월배로 275,,35.8221126948,128.5424411,경북기계공고정문서편인도,송현119안전센터,N,1983,3.8,달서소방서,053-607-2884,2024-02-07,POINT (128.5424411 35.8221126948),1185,20240630,22070650,상인1동
달서-송현-하6-3-66,2,대구광역시,달서구,27290,대구광역시 달서구 학산남로 50,,35.8232421504,128.5386413832,달서공고 정문 인도,송현119안전센터,N,1983,3.7,달서소방서,053-607-2884,2024-02-07,POINT (128.5386413832 35.8232421504),1185,20240630,22070650,상인1동
달서-송현-하6-3-67,2,대구광역시,달서구,27290,대구광역시 달서구 학산남로 6,,35.8233044717,128.5336247,이인영선산곱창앞 인도,송현119안전센터,N,1996,4.5,달서소방서,053-607-2884,2024-02-07,POINT (128.5336247 35.8233044717),1185,20240630,22070650,상인1동
달서-송현-하6-3-68,2,대구광역시,달서구,27290,대구광역시 달서구 월배로84길 12,,35.83086511,128.5524442798,부성부동산옆,송현119안전센터,N,2014,4.5,달서소방서,053-607-2884,2024-02-07,POINT (128.5524442798 35.83086511),1209,20240630,22070690,송현1동
달서-송현-상6-3-69,1,대구광역시,달서구,27290,대구광역시 달서구 월곡로294-1,,35.8198920818,128.5373681373,도나플로르헤어앞인도,송현119안전센터,Y,1998,3.4,달서소방서,053-607-2884,2024-02-07,POINT (128.5373681373 35.8198920818),1185,20240630,22070650,상인1동
달서-송현-하6-3-70,2,대구광역시,달서구,27290,대구광역시 달서구 월배로 247,,35.8200340774,128.5403260048,명신사우나앞인도,송현119안전센터,N,1998,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5403260048 35.8200340774),1185,20240630,22070650,상인1동
달서-송현-상6-3-71,1,대구광역시,달서구,27290,대구광역시 달서구 월배로 262,,35.82007611,128.542027763,송현119안전센터앞,송현119안전센터,N,1986,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.542027763 35.82007611),1185,20240630,22070650,상인1동
달서-송현-하6-3-72,2,대구광역시,달서구,27290,대구광역시 달서구 송현로7길 9,,35.82155711,128.5479525289,화성파크드림2단지정문앞,송현119안전센터,N,1985,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5479525289 35.82155711),1185,20240630,22070650,상인1동
달서-송현-상6-3-73,1,대구광역시,달서구,27290,대구광역시 달서구 송현로7길 10,,35.8224397365,128.5448385108,월촌역4번출구앞 인도,송현119안전센터,N,1997,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5448385108 35.8224397365),1185,20240630,22070650,상인1동
달서-송현-하6-3-74,2,대구광역시,달서구,27290,대구광역시 달서구 송현로7길 27,,35.8199244663,128.5468041788,,송현119안전센터,N,1987,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5468041788 35.8199244663),1185,20240630,22070650,상인1동
달서-송현-하6-3-75,2,대구광역시,달서구,27290,대구광역시 달서구 상인서로 94,,35.8183313088,128.5407924382,상인한양아파트 104동동편인도,송현119안전센터,N,1999,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5407924382 35.8183313088),1185,20240630,22070650,상인1동
달서-송현-하6-3-76,2,대구광역시,달서구,27290,대구광역시 달서구 상인서로 85,,35.817911676,128.5402834477,상인동방타운 정문 왼편 인도,송현119안전센터,N,1999,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5402834477 35.817911676),1185,20240630,22070650,상인1동
달서-송현-하6-3-77,2,대구광역시,달서구,27290,대구광역시 달서구 상인서로 39,,35.813229134,128.5449620785,동산빌딩 남편 인도,송현119안전센터,N,1999,3.6,달서소방서,053-607-2884,2024-02-07,POINT (128.5449620785 35.813229134),1185,20240630,22070650,상인1동
달서-송현-하6-3-78,2,대구광역시,달서구,27290,대구광역시 달서구 상인서로 51,,35.8146368113,128.5437083848,서한아파트 105동 서북편인도,송현119안전센터,N,1999,3.6,달서소방서,053-607-2884,2024-02-07,POINT (128.5437083848 35.8146368113),1185,20240630,22070650,상인1동
달서-송현-하6-3-79,2,대구광역시,달서구,27290,대구광역시 달서구 상인로 105,,35.8152518877,128.5457808361,상인청구상가 동남편 인도,송현119안전센터,N,1999,3.7,달서소방서,053-607-2884,2024-02-07,POINT (128.5457808361 35.8152518877),1185,20240630,22070650,상인1동
달서-송현-하6-3-80,2,대구광역시,달서구,27290,대구광역시 달서구 상화북로 195,,35.8140347197,128.5465283815,상인참치앞,송현119안전센터,N,1999,3.6,달서소방서,053-607-2884,2024-02-07,POINT (128.5465283815 35.8140347197),1185,20240630,22070650,상인1동
달서-송현-하6-3-81,2,대구광역시,달서구,27290,대구광역시 달서구 월곡로 184,,35.8126619762,128.5448334839,상인리빙프라자앞,송현119안전센터,N,1999,3.6,달서소방서,053-607-2884,2024-02-07,POINT (128.5448334839 35.8126619762),1185,20240630,22070650,상인1동
달서-송현-하6-3-82,2,대구광역시,달서구,27290,대구광역시 달서구 상인로18길 53,,35.8164596555,128.5489485516,상인동 1012송림공원 동북편,송현119안전센터,N,1999,3.7,달서소방서,053-607-2884,2024-02-07,POINT (128.5489485516 35.8164596555),1185,20240630,22070650,상인1동
달서-송현-하6-3-83,2,대구광역시,달서구,27290,대구광역시 달서구 상인로 70,,35.8138334078,128.5485111,셀프빨래방 앞,송현119안전센터,N,1983,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5485111 35.8138334078),1207,20240630,22070670,상인3동
달서-송현-하6-3-84,2,대구광역시,달서구,27290,대구광역시 달서구 상인로 49,,35.8117983769,128.5485113846,상인엘리바덴 동남편,송현119안전센터,N,1983,3.9,달서소방서,053-607-2884,2024-02-07,POINT (128.5485113846 35.8117983769),1207,20240630,22070670,상인3동
달서-송현-하6-3-85,2,대구광역시,달서구,27290,대구광역시 달서구 상인로 25,,35.810066543,128.5502231,상인3동행정복지센터 동편 인도,송현119안전센터,N,1983,3.6,달서소방서,053-607-2884,2024-02-07,POINT (128.5502231 35.810066543),1207,20240630,22070670,상인3동
달서-송현-하6-3-86,2,대구광역시,달서구,27290,대구광역시 달서구 구마로40길 55,,35.8345814153,128.5488666407,김밥나라 앞,송현119안전센터,N,2014,4.4,달서소방서,053-607-2884,2024-02-07,POINT (128.5488666407 35.8345814153),1212,20240630,22070700,송현2동
달서-송현-하6-3-87,2,대구광역시,달서구,27290,대구광역시 달서구 월배로65안길 23,,35.82610711,128.5463860275,월촌드림빌 앞,송현119안전센터,N,2014,4.2,달서소방서,053-607-2884,2024-02-07,POINT (128.5463860275 35.82610711),1212,20240630,22070700,송현2동
달서-송현-하6-3-88,2,대구광역시,달서구,27290,대구광역시 달서구 중흥로4길 41,,35.8310916653,128.5537271,영신맨션 뒤편,송현119안전센터,N,2014,4.4,달서소방서,053-607-2884,2024-02-07,POINT (128.5537271 35.8310916653),1209,20240630,22070690,송현1동
달서-송현-하6-3-89,2,대구광역시,달서구,27290,대구광역시 달서구 월곡로 112,,35.8072449107,128.5498193144,은행아파트 501동 북서편 코너,송현119안전센터,N,1983,4.5,달서소방서,053-607-2884,2024-02-07,POINT (128.5498193144 35.8072449107),1207,20240630,22070670,상인3동
달서-송현-하6-3-90,2,대구광역시,달서구,27290,대구광역시 달서구 월곡로 156,,35.8105175635,128.5467336517,화순당빌딩 앞 인도상,송현119안전센터,N,1983,4.2,달서소방서,053-607-2884,2024-02-07,POINT (128.5467336517 35.8105175635),1207,20240630,22070670,상인3동
달서-송현-상6-3-91,1,대구광역시,달서구,27290,대구광역시 달서구 상화로 380,,35.8073786341,128.5559509273,장미아파트402동앞인도상,송현119안전센터,N,2013,4.2,달서소방서,053-607-2884,2024-02-07,POINT (128.5559509273 35.8073786341),1207,20240630,22070670,상인3동
달서-송현-하6-3-92,2,대구광역시,달서구,27290,대구광역시 달서구 월서로 31,,35.8200228609,128.531062958,신일해피트리동편출입구,송현119안전센터,N,1983,4.2,달서소방서,053-607-2884,2024-02-07,POINT (128.531062958 35.8200228609),1185,20240630,22070650,상인1동
달서-송현-상6-3-93,1,대구광역시,달서구,27290,대구광역시 달서구 상화로 373,,35.8086906449,128.5550235597,비둘기2단지202동앞 인도상,송현119안전센터,N,2013,4.2,달서소방서,053-607-2884,2024-02-07,POINT (128.5550235597 35.8086906449),1207,20240630,22070670,상인3동
달서-송현-하6-3-94,2,대구광역시,달서구,27290,대구광역시 달서구 월배로 191,,35.8183419401,128.5344591,농협 앞,송현119안전센터,N,1988,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5344591 35.8183419401),1185,20240630,22070650,상인1동
달서-송현-하6-3-95,2,대구광역시,달서구,27290,대구광역시 달서구 월곡로 241,,35.815819617,128.5394059281,장보자식자재마트 인도,송현119안전센터,N,1993,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5394059281 35.815819617),1202,20240630,22070660,상인2동
달서-송현-하6-3-96,2,대구광역시,달서구,27290,대구광역시 달서구 월배로40길 27-8,,35.817224615,128.5362581,하나복지센터앞,송현119안전센터,N,1988,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5362581 35.817224615),1202,20240630,22070660,상인2동
달서-송현-하6-3-97,2,대구광역시,달서구,27290,대구광역시 달서구 월곡로51길 62,,35.81540911,128.5366163122,행복청소건물옆,송현119안전센터,N,1985,4.2,달서소방서,053-607-2884,2024-02-07,POINT (128.5366163122 35.81540911),1202,20240630,22070660,상인2동
달서-송현-하6-3-98,2,대구광역시,달서구,27290,대구광역시 달서구 월배로46길 48,,35.81657511,128.5376419127,미성헤어샾앞,송현119안전센터,N,1985,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5376419127 35.81657511),1202,20240630,22070660,상인2동
달서-송현-하6-3-99,2,대구광역시,달서구,27290,대구광역시 달서구 상원로 66,,35.81524111,128.5343541,야미짬뽕앞 인도,송현119안전센터,N,1985,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5343541 35.81524111),1202,20240630,22070660,상인2동
달서-송현-하6-3-100,2,대구광역시,달서구,27290,대구광역시 달서구 상원로 38,,35.8134324685,128.5368201747,대림철물옆인도,송현119안전센터,N,1985,4.1,달서소방서,053-607-2884,2024-02-07,POINT (128.5368201747 35.8134324685),1202,20240630,22070660,상인2동
달서-송현-하6-3-101,2,대구광역시,달서구,27290,대구광역시 달서구 월곡로53동길 75,,35.81370211,128.5387121069,서민피자앞 도로,송현119안전센터,N,1988,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5387121069 35.81370211),1202,20240630,22070660,상인2동
달서-송현-하6-3-102,2,대구광역시,달서구,27290,대구광역시 달서구 월곡로 211,,35.8129340331,128.5426728358,상인초등학교 북편 인도,송현119안전센터,N,1993,4.0,달서소방서,053-607-2884,2024-02-07,POINT (128.5426728358 35.8129340331),1202,20240630,22070660,상인2동
달서-송현-하6-3-103,2,대구광역시,달서구,27290,대구광역시 달서구 월곡로43길 26,,35.8133885167,128.540935452,㈜상인산업개발 앞 도로,송현119안전센터,N,1991,3.8,달서소방서,053-607-2884,2024-02-07,POINT (128.540935452 35.8133885167),1202,20240630,22070660,상인2동
달서-송현-상6-3-104,1,대구광역시,달서구,27290,대구광역시 달서구 월곡로 177,,35.8117113089,128.5447971,고기대학교앞,송현119안전센터,N,2019,3.4,달서소방서,053-607-2884,2024-02-07,POINT (128.5447971 35.8117113089),1202,20240630,22070660,상인2동
달서-송현-상6-3-105,1,대구광역시,달서구,27290,대구광역시 달서구 상화로59길 29,,35.8095919088,128.545948028,보라유통앞,송현119안전센터,N,1994,3.8,달서소방서,053-607-2884,2024-02-07,POINT (128.545948028 35.8095919088),1202,20240630,22070660,상인2동
달서-송현-하6-3-107,2,대구광역시,달서구,27290,대구광역시 달서구 상화로 311,,35.80874311,128.547753665,일월산식당옆인도상,송현119안전센터,N,1993,4.5,달서소방서,053-607-2884,2024-02-07,POINT (128.547753665 35.80874311),1202,20240630,22070660,상인2동
달서-송현-하6-3-108,2,대구광역시,달서구,27290,대구광역시 달서구 상화로 177,,35.810120184,128.5332275061,삼겹살6앞,송현119안전센터,N,1999,4.2,달서소방서,053-607-2884,2024-02-07,POINT (128.5332275061 35.810120184),1202,20240630,22070660,상인2동
